CODE            ,"Item Description"
MCO358          ,"RETRACTOR MCO358 130MM COCHLEAR MONDAIN"
MCO36           ,"FORCEPS MCO36 90DEG ANG THOMASSIN CUP"
MCO366F10       ,"SUCTION TUBE MCO366F10 DIA 1.0MM FRAYSSE"
MCO366F12       ,"SUCTION TUBE MCO366F12 DIA 1.2MM FRAYSSE"
MCO366F15       ,"SUCTION TUBE MCO366F15 DIA 1.5MM FRAYSSE"
MCO366F20       ,"SUCTION TUBE MCO366F20 DIA 2.0MM FRAYSSE"
MCO367F10       ,"SUCTION TUBE MCO367F10 DIA 1.0MM FRAYSSE"
MCO367F12       ,"SUCTION TUBE MCO367F12 DIA 1.2MM FRAYSSE"
MCO367F15       ,"SUCTION TUBE MCO367F15 DIA 1.5MM FRAYSSE"
MCO367F20       ,"SUCTION TUBE MCO367F20 DIA 2.0MM FRAYSSE"
MCO368F20       ,"SUCTION TUBE MCO368F20 DIA 2.0MM FRAYSSE"
MCO368F25       ,"SUCTION TUBE MCO368F25 DIA 2.5MM FRAYSSE"
MCO37           ,"ELEVATOR MCO37 165MM RT ANG"
MCO37-1         ,"ELEVATOR MCO37-1 165MM LFT ANG"
MCO37D          ,"ELEVATOR MCO37D 165MM RT ANG GARABEDIAN"
MCO37G          ,"ELEVATOR MCO37G 165MM LFT ANG GARABEDIAN"
MCO38           ,"FENESTROMETER MCO38"
MCO3P05         ,"SUCTION TUBE MCO3P05 3PK DIA 0,5MM 90MM"
MCO3P07         ,"SUCTION TUBE MCO3P07 3PK DIA 0,7MM 90MM"
MCO3P10         ,"SUCTION TUBE MCO3P10 3PK DIA 1,0MM 90MM"
MCO3P12         ,"SUCTION TUBE MCO3P12 3PK DIA 1,2MM 90MM"
MCO3P15         ,"SUCTION TUBE MCO3P15 3PK DIA 1,5MM 90MM"
MCO3P18         ,"SUCTION TUBE MCO3P18 3PK DIA 1,8MM 90MM"
MCO3P20         ,"SUCTION TUBE MCO3P20 3PK DIA 2,0MM 90MM"
MCO3P24         ,"SUCTION TUBE MCO3P24 3PK DIA 2,4MM 90MM"
MCO3T-0-5       ,"SUCTION TUBE MCO3T-0-5 DIA 0.5MM 70DEG"
MCO3T-0-7       ,"SUCTION TUBE MCO3T-0-7 DIA 0.7MM 70DEG"
MCO3T-1-0       ,"SUCTION TUBE MCO3T-1-0 DIA 1.0MM 70DEG"
MCO3T-1-2       ,"SUCTION TUBE MCO3T-1-2 DIA 1.2MM 70DEG"
MCO4            ,"SCISSORS MCO4 4.0MM 70MM STR"
MCO4A           ,"SCISSORS MCO4A 3.0MM 70MM STR"
MCO4B           ,"SCISSORS MCO4B 70MM CVD RT"
MCO4C           ,"SCISSORS MCO4C 70MM CVD LFT"
MCO4D           ,"SCISSORS MCO4D 70MM ANG"
MCO4E           ,"SCISSORS MCO4E 70MM ANG"
MCO5            ,"KNIFE MCO5 165MM DIA 2.5MM 90DEG"
MCO551          ,"FOOT SWITCH MCO551 SUCTION PUMP DARROUZE"
MCO551A         ,"TRUMPET VALVE MCO551A PUMP DARROUZET"
MCO551B         ,"SECURITY VALVE MCO551B PUMP DARROUZET"
MCO571          ,"PUNCH MCO571 0.8MM VINCENT"
MCO5A-1-0       ,"KNIFE MCO5A-1-0 165MM DIA 1.0MM 135DEG"
MCO5A-1-5       ,"KNIFE MCO5A-1-5 165MM DIA 1.5MM 135DEG"
MCO5A-2-0       ,"KNIFE MCO5A-2-0 165MM DIA 2.0MM 135DEG"
MCO5A-2-5       ,"KNIFE MCO5A-2-5 165MM DIA 2.5MM 135DEG"
MCO5B           ,"KNIFE MCO5B 165MM DIA 2.5MM 110DEG"
MCO5C           ,"KNIFE MCO5C 165MM DIA 2.5MM 135DEG ANG"
MCO5D           ,"KNIFE MCO5D MICROFRANCE SUCTION RND 2MM"
MCO5E           ,"KNIFE MCO5E MICROFRANCE SUCTION RND 3MM"
MCO6            ,"KNIFE MCO6 2.0MM 165MM FLAT PLESTER"
MCO649SC        ,"INSTRUMENT TRAY MCO649SC MIDDLE EAR"
MCO650          ,"KNIFE MCO650 DIA 3.0MM 90DEG CAUSSE"
MCO651          ,"KNIFE MCO651 165MM LANCET CAUSSE"
MCO651F         ,"KNIFE MCO651F 165MM LANCET FRAYSSE"
MCO652          ,"KNIFE MCO652 DIA 3.0MM 110DEG CAUSSE"
MCO653          ,"KNIFE MCO653 165MM LANCET CAUSSE"
MCO654-1        ,"HOOK MCO654-1 165MM 1.2MM 90DEG CAUSSE"
MCO654-2        ,"HOOK MCO654-2 165MM 1.2MM 90DEG CAUSSE"
MCO655          ,"CURETTE MCO655 DIA 2.8MM CAUSSE"
MCO656          ,"SEPARATOR MCO656 165MM STR CAUSSE"
MCO657          ,"PICK MCO657 160MM CVD CAUSSE"
MCO658          ,"FORCEPS MCO658 PISTON CLOSING CAUSSE"
MCO660-10       ,"GLASS MCO660-10 HOLE DIA 1.0MM CAUSSE"
MCO660-12       ,"GLASS MCO660-12 HOLE DIA 1.2MM CAUSSE"
MCO660-2        ,"GLASS MCO660-2 2MM CAUSSE"
MCO660-8        ,"GLASS MCO660-8 HOLE DIA 0.8MM CAUSSE"
MCO661-10       ,"SUCTION TUBE MCO661-10 DIA 1.0MM CAUSSE"
MCO661-7        ,"SUCTION TUBE MCO661-7 DIA 0.7MM CAUSSE"
MCO662-1        ,"HOOK MCO662-1 0.4MM ANTERIOR CAUSSE"
MCO662-2        ,"HOOK MCO662-2 0.4MM POSTERIOR CAUSSE"
MCO663-1        ,"HOOK MCO663-1 0.2MM ANTERIOR CAUSSE"
MCO663-2        ,"HOOK MCO663-2 0.2MM POSTERIOR CAUSSE"
MCO664          ,"HOOK MCO664 165MM SM ANTERIOR CAUSSE"
MCO665          ,"HOOK MCO665 165MM LRG ANTERIOR CAUSSE"
MCO666          ,"PICK MCO666 160MM CVD BLUNT CAUSSE"
MCO667          ,"ELEVATOR MCO667 165MM FLAT CAUSSE"
MCO670-1        ,"TRAY MCO670-1 340X200MM CAUSSE"
MCO6A           ,"HOOK MCO6A 165MM 0.7MM 45DEG"
MCO6B           ,"HOOK MCO6B 165MM 0.7MM 90DEG"
MCO6C           ,"KNIFE MCO6C 2.0MM 30DG 165MM FLAT PLESTE"
MCO6M           ,"KNIFE MCO6M 2MM 190MM FLAT MOM"
MCO7-1          ,"CURETTE MCO7-1 DIA 2.5/2.2MM N1/2"
MCO7-3          ,"CURETTE MCO7-3 DIA 1.9/1.5MM N3/4"
MCO770-1-5      ,"SUCTION TUBE MCO770-1-5 120MM DIA 1.5MM"
MCO770-2-0      ,"SUCTION TUBE MCO770-2-0 120MM DIA 2.0MM"
MCO770-2-5      ,"SUCTION TUBE MCO770-2-5 120MM DIA 2.5MM"
MCO770-3-0      ,"SUCTION TUBE MCO770-3-0 120MM DIA 3.0MM"
MCO770-3-5      ,"SUCTION TUBE MCO770-3-5 120MM DIA 3.5MM"
MCO770-4-0      ,"SUCTION TUBE MCO770-4-0 120MM DIA 4.0MM"
MCO770L15       ,"SUCTION TUBE MCO770L15 HOLES TIP"
MCO770L20       ,"SUCTION TUBE MCO770L20 HOLES TIP"
MCO770L25       ,"SUCTION TUBE MCO770L25 HOLES TIP"
MCO770L30       ,"SUCTION TUBE MCO770L30 HOLES TIP"
MCO770L35       ,"SUCTION TUBE MCO770L35 HOLES TIP"
MCO770L40       ,"SUCTION TUBE MCO770L40 HOLES TIP"
MCO771-2-5      ,"SUCTION TUBE MCO771-2-5 DIA 2.5MM LEMPER"
MCO771-3-0      ,"SUCTION TUBE MCO771-3-0 DIA 3.0MM LEMPER"
MCO771-4-0      ,"SUCTION TUBE MCO771-4-0 DIA 4.0MM LEMPER"
MCO772          ,"ADAPTER MCO772 LUER LOCK"
MCO773          ,"SUCTION TUBE MCO773 DIA 2.5MM MASPETIOL"
MCO774-0-4      ,"SUCTION TUBE MCO774-0-4 40MM DIA 0.4MM"
MCO774-0-5      ,"SUCTION TUBE MCO774-0-5 40MM DIA 0.5MM"
MCO774-0-6      ,"SUCTION TUBE MCO774-0-6 40MM DIA 0.6MM"
MCO774D8        ,"SUCTION TUBE MCO774D8 40MM DIA 0.8MM"
MCO775-1        ,"ADAPTER MCO775-1 LUER LOCK"
MCO776          ,"SUCTION HANDLE MCO776 50MM"
MCO781          ,"FORCEPS MCO781 95MM INSERTOR T TUBE"
MCO782L         ,"FORCEPS MCO782L LFT PISTON CLOSING FRAYS"
MCO782R         ,"FORCEPS MCO782R RT PISTON CLOSING FRAYSS"
MCO7A-1         ,"CURETTE MCO7A-1 DIA 2.5/2.2MM N1/2"
MCO7A-3         ,"CURETTE MCO7A-3 DIA 1.9/1.5MM N3/4"
MCO7A-5         ,"CURETTE MCO7A-5 DIA 1.2/1.0MM N5/6"
MCO7A6          ,"CURETTE MCO7A6 1,7x3,2 1,3x2,3MM ROMANET"
MCO7AMO         ,"CURETTE MCO7AMO DIA 2.5/2.2MM N1/2 MOM"
MCO8            ,"ELEVATOR MCO8 165MM STR GIMMICK"
MCO800          ,"PICK MCO800 165MM ANG CHARACHON"
MCO801          ,"PICK MCO801 DIA 0.8MM 165MM CVD BLUNT"
MCO802          ,"PROBE MCO802 165MM CVD"
MCO803          ,"ELEVATOR MCO803 160MM CVD FLEURY"
MCO804          ,"HOOK MCO804 0.7MM POSTERIOR THOMASSIN"
MCO805          ,"HOOK MCO805 165MM 2.0MM 90DEG BLUNT"
MCO805A         ,"HOOK MCO805A 165MM 2.5MM 90DEG BLUNT"
MCO806          ,"HOOK MCO806 165MM 2.0MM 45DEG CHARACHON"
MCO806A         ,"HOOK MCO806A 165MM 2.0MM 90DEG"
MCO806B         ,"HOOK MCO806B 165MM 4.0MM 90DEG"
MCO807          ,"HOOK MCO807 165MM 1.0MM 45DEG LEGENT"
MCO812          ,"HOOK MCO812 165MM BLUNT STERKERS"
MCO813          ,"PROBE MCO813 1MM BALL TIP STERKERS"
MCO817          ,"ELEVATOR MCO817 165MM CVD SULCUS"
MCO818          ,"CURETTE MCO818 DIA 2.5MM SRT"
MCO819          ,"PRESS MCO819 FOR EAR IMPLANT FLAT"
MCO820          ,"PRESS MCO820 FOR EAR IMPLANT MARTIN"
MCO821-1        ,"TRAY MCO821-1 250X150MM"
MCO824-1        ,"TRAY MCO824-1 340X200MM"
MCO830          ,"MEASURING ROD MCO830 3.5 4.0 4.5MM 165MM"
MCO832A         ,"HOOK MCO832A 0.2MM POSTERIOR CHARACHON"
MCO832B         ,"HOOK MCO832B 0.2MM ANTERIOR CHARACHON"
MCO832C         ,"HOOK MCO832C 0.2MM 90DEG RT CHARACHON"
MCO832D         ,"HOOK MCO832D 0.2MM 90DEG LFT CHARACHON"
MCO841          ,"HOOK MCO841 165MM 90DEG CAUSSE"
MCO844          ,"MEASURING ROD MCO844 1 TO 10MM SAUVAGE"
MCO865-1        ,"TRAY MCO865-1 220X100MM"
MCO866          ,"TRAY MCO866 220X100MM THOMASSIN"
MCO890          ,"SUCTION TUBE MCO890 100MM DIA 3.0MM"
MCO890-1-04     ,"SUCTION TUBE MCO890-1-04 45MM DIA 0.4MM"
MCO890-1-08     ,"SUCTION TUBE MCO890-1-08 45MM DIA 0.8MM"
MCO890-1-12     ,"SUCTION TUBE MCO890-1-12 45MM DIA 1.2MM"
MCO890-1-15     ,"SUCTION TUBE MCO890-1-15 45MM DIA 1.5MM"
MCO890-1-20     ,"SUCTION TUBE MCO890-1-20 45MM DIA 2.0MM"
MCO8B           ,"ELEVATOR MCO8B 165MM CVD"
MCO8BM          ,"ELEVATOR MCO8BM 180MM MONOPOLAR BORDURE"
MCO9            ,"SEPARATOR MCO9 165MM STR"
MCO901          ,"PICK MCO901 MARQUET STRAIGHT"
MCO904          ,"ELEVATOR MCO904 165MM MARQUET"
MCO905          ,"ELEVATOR MCO905 165MM RT"
MCO906          ,"ELEVATOR MCO906 165MM LFT"
MCO9-1          ,"RASPATORY MCO9-1 90DEG CVD THOMASSIN"
MCO910M         ,"CHISEL MCO910M 165MM MARQUET"
MCO915          ,"HOOK MCO915 0.2MM ANTERIOR MARQUET"
MCO916          ,"HOOK MCO916 0.2MM POSTERIOR MARQUET"
MCO917          ,"RASPATORY MCO917 165MM ANTERIOR MARQUET"
MCO918          ,"RASPATORY MCO918 165MM POSTERIOR MARQUET"
MCO920          ,"HOOK MCO920 0.9MM 45DEG ANTERIOR MARQUET"
MCO924          ,"PROBE MCO924 BALL TIP MARQUET"
MCO925          ,"ELEVATOR MCO925 DOUBLE ENDED MARQUET"
MCO926          ,"ELEVATOR MCO926 DOUBLE ENDED MARQUET"
MCO928          ,"ELEVATOR MCO928 DOUBLE ENDED MARQUET"
MCO929          ,"ELEVATOR MCO929 DOUBLE ENDED MARQUET"
MCO932          ,"KNIFE MCO932 165MM MARQUET"
MCO950          ,"HOOK MCO950 165MM 0.8MM 90DEG MARQUET"
MCO951          ,"ELEVATOR MCO951 DOUBLE ENDED MARQUET"
MCO960          ,"FORCEPS MCO960 ALLIG CVD RT MARQUET"
MCO961          ,"FORCEPS MCO961 ALLIG CVD LFT MARQUET"
MCO970          ,"PICK MCO970 80MM ANG HANDLE PORTMANN"
MCO971T         ,"HOOK MCO971T DIA 0.8MM ANTERIOR PORTMANN"
MCO973T         ,"HOOK MCO973T DIA 0.3MM ANTERIOR PORTMANN"
MCO978          ,"ARM MCO978 FLEXIBLE"
MCO978S         ,"SPECULUM MCO978S DAROUZET"
MCO979          ,"RASPATORY MCO979 6.5MM 170MM FLEURY"
MCO980          ,"ARM MCO980 450MM FLEXIBLE LEGENT"
MCO981          ,"SPECULUM HOLDER MCO981 FOR MCO980 LEGENT"
MCO981D         ,"SPECULUM MCO981D DEVEZE"
MCO983-4        ,"KNEECAP MCO983-4 FOR MCO980 LEGENT"
MCO985          ,"BENDING DIE MCO985 WIRE SCHUCKNECHT"
MCO988          ,"RASPATORY MCO988 180MM PLESTER"
MCO989          ,"PICK MCO989 180MM CVD MONOPOLAR LEGENT"
MCO995          ,"MALLET MCO995 160MM"
MCO997          ,"INSERTOR MCO997 T TUBE LEGENT"
MCOH0SC         ,"INSTRUMENT TRAY MCOH0SC OTOLOGY PLASTIC"
MCOP23A         ,"ALLIGATOR FORCEPS MCOP23A 7MM"
MCOP23B         ,"ALLIGATOR FORCEPS MCOP23B 7MM"
MCOP25          ,"FORCEPS MCOP25 PISTON CLOSING 70MM"
MCOP337A        ,"ELEVATOR MCOP337A DIA 1.2MM 90MM"
MCOP347A        ,"KNIFE MCOP347A LANCET 5MM"
MCOP347B        ,"KNIFE MCOP347B LANCET 7MM"
MCOP348A        ,"KNIFE MCOP348A LANCET 5MM"
MCOP348B        ,"KNIFE MCOP348B LANCET 7MM"
MCOP348C        ,"KNIFE MCOP348C LANCET 9MM"
MCOP348D        ,"KNIFE MCOP348D LANCET 11MM"
MCOP366A        ,"SUCTION TUBE MCOP366A 90D 70MM DIA1.2MM"
MCOP366B        ,"SUCTION TUBE MCOP366B 90D 100MM DIA1.2MM"
MCOP651         ,"KNIFE MCOP651 90DEG LANCET"
MCOP7A3         ,"CURETTE MCOP7A3 CVD DOUBLE ENDED"
MCOP820         ,"3FOOTPRINTS PRESS MCOP820"
MCOR20          ,"SIZER MCOR20 OSSICULOPLASTY 2.0MM"
MCOR25          ,"SIZER MCOR25 OSSICULOPLASTY 2.5MM"
MCOR30          ,"SIZER MCOR30 OSSICULOPLASTY 3.0MM"
MCOR35          ,"SIZER MCOR35 OSSICULOPLASTY 3.5MM"
MCOR40          ,"SIZER MCOR40 OSSICULOPLASTY 4.0MM"
MCOR45          ,"SIZER MCOR45 OSSICULOPLASTY 4.5MM"
MCOR50          ,"SIZER MCOR50 OSSICULOPLASTY 5.0MM"
MCOR55          ,"SIZER MCOR55 OSSICULOPLASTY 5.5MM"
MCOR60          ,"SIZER MCOR60 OSSICULOPLASTY 6.0MM"
MCOR65          ,"SIZER MCOR65 OSSICULOPLASTY 6.5MM"
MCOR70          ,"SIZER MCOR70 OSSICULOPLASTY 7.0MM"
MCOR75          ,"SIZER MCOR75 OSSICULOPLASTY 7.5MM"
MCOR80          ,"SIZER MCOR80 OSSICULOPLASTY 8.0MM"
MCOS10SC        ,"INSTRUMENT TRAY MCOS10SC 2 LEVEL"
MCOS14          ,"HOOK MCOS14 190MM 45DEG SELESNICK"
MCOS15          ,"HOOK MCOS15 190MM 90DEG SELESNICK"
MCOS16          ,"HOOK MCOS16 190MM 90DEG SELESNICK"
MCOS17          ,"KNIFE MCOS17 DIA 1.0MM RND SELESNICK"
MCOS18          ,"KNIFE MCOS18 DIA 2.0MM RND SELESNICK"
MCOS19          ,"KNIFE MCOS19 DIA 3.0MM RND SELESNICK"
MCOS20          ,"ELEVATOR MCOS20 190MM ANG SELESNICK"
MCOS21          ,"ELEVATOR MCOS21 190MM CVD SELESNICK"
MCOS22          ,"DISSECTOR MCOS22 SM SELESNICK"
MCOS23          ,"DISSECTOR MCOS23 LRG SELESNICK"
MCOS25          ,"CURETTE MCOS25 STR SELESNICK"
MCOS26          ,"CURETTE MCOS26 ANG SELESNICK"
MCOS27          ,"FORCEPS MCOS27 DIA 1.0MM SELESNICK CUP"
MCOS29          ,"FORCEPS MCOS29 DIA 3.0MM SELESNICK CUP"
MCOS30          ,"RASPATORY MCOS30 LFT SELESNICK"
MCOS31          ,"RASPATORY MCOS31 RT SELESNICK"
MCOS32          ,"KNIFE MCOS32 190MM STR SELESNICK SICKLE"
MCOS33          ,"SCISSORS MCOS33 125MM STR SELESNICK"
MCOS34          ,"SCISSORS MCOS34 125MM ANG SELESNICK"
MCOS35          ,"SCISSORS MCOS35 125MM CVD LFT SELESNICK"
MCOS36          ,"SCISSORS MCOS36 125MM CVD RT SELESNICK"
MCR2A           ,"TONGUE DEPRESSOR MCR2A N2 CHABOLLE"
MCR3A           ,"TONGUE DEPRESSOR MCR3A N3 CHABOLLE"
MCSK0SC         ,"INSTRUMENT TRAY MCSK0SC SINGLE LEVEL"
MCSK1           ,"PICK MCSK1 150MM BLUNT MALLEABLE KENNEDY"
MCSK2           ,"KNIFE MCSK2 MALLEABLE KENNEDY"
MCSK3           ,"HOOK MCSK3 150MM 85DEG KENNEDY"
MCSK4           ,"HOOK MCSK4 150MM 150DEG KENNEDY"
MCSK5           ,"SUCTION TUBE MCSK5 DIA 2.0MM KENNEDY"
MCSK6           ,"CURETTE MCSK6 160MM DIA 1.0MM KENNEDY"
N480G           ,"SCISSORS N480G WEIT"
P761-2          ,"FORCEPS P761-2 90MM CVD HALSTEAD"
P761-5          ,"FORCEPS P761-5 120MM STR HALSTEAD"
P761-6          ,"FORCEPS P761-6 120MM CVD HALSTEAD"
P761-7          ,"FORCEPS P761-7 120MM STR HALSTEAD"
P761-8          ,"FORCEPS P761-8 HALSTEAD CVD W/TEETH"
P762-2          ,"FORCEPS P762-2 140MM CVD KELLY"
P762-4          ,"FORCEPS P762-4 160MM CVD KELLY"
P763            ,"FORCEPS P763 130MM W/TEETH MARTEL"
P764-1          ,"FORCEPS P764-1 140MM STR KOCHER"
P764-11         ,"FORCEPS P764-11 180MM W/TEETH KOCHER"
P764-3          ,"FORCEPS P764-3 140MM W/TEETH KOCHER"
P764-5          ,"FORCEPS P764-5 160MM STR KOCHER"
P764-7          ,"FORCEPS P764-7 160MM W/TEETH KOCHER"
P765-14         ,"FORCEPS P765-14 140MM PEAN"
P765-16         ,"FORCEPS P765-16 160MM PEAN"
P766-12         ,"FORCEPS P766-12 120MM BACKAUSS"
P768-14         ,"FORCEPS P768-14 150MM ALLIS"
P769            ,"FORCEPS P769 130MM TERRIER"
P770            ,"FORCEPS P770 160MM HEART TIP"
P771            ,"FORCEPS P771 130MM OMBREDANNE"
SCP337A         ,"SUCTION TUBE SCP337A ELEVATOR ROTATABLE"
7874MF-61       ,"CASE 7874MF-61 610X180X80MM"
CEC8500T5       ,"NEEDLE HOLDER CEC8500T5 DIA5MM TUNGSTEN"
CEC8522         ,"FORCEPS CEC8522 DIA 5MM ADSON"
CEC8605GT       ,"SCISSORS CEC8605GT DIA 5MM 230MM CVD"
CEC8650T        ,"NEEDLE HOLDER CEC8650T DIA 5MM"
CET105-1        ,"TROCAR TIP CET1051 DIA 5MM BLUNT"
CET105-2        ,"TROCAR TIP CET105-2 DIA 5MM"
CET105-3        ,"TROCAR SLEEVE CET105-3 DIA 5MM"
CET110-1        ,"TROCAR TIP CET110-1 DIA 10MM BLUNT"
CET110-2        ,"TROCAR TIP CET110-2 DIA 10MM"
CET110-3        ,"TROCAR SLEEVE CET110-3 DIA 10MM"
CET112-1        ,"TROCAR TIP CET112-1 DIA 12MM BLUNT"
CET112-3        ,"TROCAR SLEEVE CET112-3 DIA 12MM"
CET112T2        ,"TROCAR TIP CET112T2 DIA 12MM"
CET525          ,"FORCEPS CET525 FENESTRATED 20MM CVD"
CEV100-3        ,"TRAY CEV100-3 610X180MM"
CEV101          ,"SUCTION TUBE CEV101 DIA 5MM PERISSAT"
CEV102910R      ,"HANDLE CEV102910R DIA 10MM ANG W/RATCHET"
CEV103          ,"SUCTION TUBE CEV103 DIA 5MM DIA 10MM"
CEV103-10       ,"CANNULA CEV103-10 10MM REPLACEMENT"
CEV103-5        ,"SUCTION TUBE CEV103-5 DIA 5MM FOR CEV103"
CEV103A         ,"SUCTION TUBE CEV103A DIA 5MM 350MM"
CEV103AH        ,"HANDLE CEV103AH FOR 5/10MM SUCTION TUBE"
CEV103BG        ,"HANDLE CEV103BG FOR 3.5 5MM SUCTION TUBE"
CEV103G3        ,"SUCTION TUBE CEV103G3 DIA 3.5MM 300MM"
CEV103G5        ,"SUCTION TUBE CEV103G5 DIA 5MM 300MM"
CEV103GH        ,"HANDLE CEV103GH FOR 5MM SUCTION TUBE"
CEV103P         ,"SUCTION TUBE CEV103P DIA 10MM 350MM"
CEV103P6        ,"SEALING CAP CEV103P6 6PK DIA 3MM"
CEV104I         ,"SCISSORS INSERT CEV104I 350MM SERRATED"
CEV105          ,"TROCAR CEV105 DIA 5MM 80MM"
CEV1059-10B     ,"HANDLE CEV1059-10B DIA 10MM ANG"
CEV105I         ,"TROCAR CEV105I DIA 5MM 80MM STOP CORK"
CEV105P6        ,"SEALING CAP CEV105P6 6PK DIA 5MM"
CEV105R         ,"SPRING CEV105R FOR 5MM TROCAR"
CEV107I         ,"CURETTE INSERT CEV107I DIA 5MM 350MM"
CEV110I         ,"TROCAR CEV110I DIA 10MM 80MM STOP CORK"
CEV110P6        ,"SEALING CAP CEV110P6 6PK DIA 10MM"
CEV110R         ,"SPRING CEV110R FOR 10MM TROCAR"
CEV112I         ,"TROCAR CEV112I DIA 10MM 120MM STOP CORK"
CEV112P6        ,"SEALING CAP CEV112P6 6PK DIA 12MM"
CEV112R         ,"SPRING CEV112R FOR 12MM TROCAR"
CEV122I         ,"TROCAR CEV122I DIA 12MM 80MM STOP CORK"
CEV125P6        ,"SEALING CAP CEV125P6 6PK DIA 5MM"
CEV125Q6        ,"SEALING CAP CEV125Q6 6PK DIA 10/13"
CEV126P         ,"TROCAR TIP CEV126P DIA 5MM"
CEV126PM        ,"TROCAR TIP CEV126PM DIA 5MM BLUNT CONICA"
CEV126V         ,"TROCAR SLEEVE CEV126V DIA 5MM 80MM"
CEV127PM        ,"TROCAR TIP CEV127PM DIA 5MM BLUNT CONIC"
CEV127T         ,"SPARE PART CEV127T HEAD TROCAR"
CEV127T10       ,"HEAD CEV127T10 TROCAR"
CEV127T12       ,"HEAD CEV127T12 SILICON TROCAR 12/13MM"
CEV127T3        ,"HEAD CEV127T3 TROCAR"
CEV130          ,"FORCEPS CEV130 BIPOLAR JAWS 3MM 350MM"
CEV132          ,"FORCEPS CEV132 BIPOLAR FENESTRATED JAWS"
CEV133          ,"FORCEPS CEV133 BIPOLAR 350MM LRG BOTELLA"
CEV133-1        ,"FORCEPS CEV133-1 BIPOLAR SM BOTELLA"
CEV134          ,"FORCEPS CEV134 BIPOLAR 350MM MOUIEL"
CEV134BG        ,"BIPOLAR FORCEPS CEV134BG 360MM GAYET"
CEV135-5        ,"KNIFE CEV135-5 DIA 5MM 350MM"
CEV136          ,"FORCEPS CEV136 BIPOLAR 350MM GAYET"
CEV143A3        ,"TROCAR TIP CEV143A3 DIA 3.5MM"
CEV143A4        ,"TROCAR TIP CEV143A4 DIA 3.5MM BLUNT"
CEV143A7        ,"TROCAR SLEEVE CEV143A7 3.5MM 80MM"
CEV143B7        ,"TROCAR SLEEVE CEV143B7 3.5MM 80MM"
CEV145-3        ,"TROCAR TIP CEV145-3 DIA 5MM"
CEV145-4        ,"TROCAR TIP CEV145-4 DIA 5MM BLUNT"
CEV145-6        ,"TROCAR SLEEVE CEV145-6 DIA 5MM 80MM"
CEV145-7        ,"TROCAR SLEEVE CEV145-7 DIA 5MM 80MM"
CEV145A3        ,"TROCAR TIP CEV145A3 5MM DIAM"
CEV145A5        ,"TROCAR TIP CEV145A5 DIA 5.5MM BLUNT CONI"
CEV145A6        ,"TROCAR SLEEVE CEV145A6 5 MM DIAM 80 MM"
CEV145A7        ,"TROCAR SLEEVE CEV145A7 5 MM DIAM 80 MM"
CEV145B6        ,"TROCAR SLEEVE CEV145B6 DIA 5MM 80MM"
CEV145B7        ,"TROCAR SLEEVE CEV145B7 DIA 5MM 80MM"
CEV150-3        ,"TROCAR TIP CEV150-3 DIA 10MM"
CEV150-4        ,"TROCAR TIP CEV150-4 DIA 10MM BLUNT"
CEV150-6        ,"TROCAR SLEEVE CEV150-6 DIA 10MM 80MM"
CEV150-7        ,"TROCAR SLEEVE CEV150-7 DIA 10MM 80MM"
CEV150A6        ,"TROCAR SLEEVE CEV150A6 DIA 10MM 100MM"
CEV150A7        ,"TROCAR SLEEVE CEV150A7 DIA 10MM 100MM"
CEV150B6        ,"TROCAR SLEEVE CEV150B6 DIA 10MM 100MM"
CEV150B7        ,"TROCAR SLEEVE CEV150B7 DIA 10MM 100MM"
CEV153          ,"REDUCTION SLEEVE CEV153 5MM DIA 3MM"
CEV155          ,"REDUCTION SLEEVE CEV155 10MM DIA 5MM"
CEV155-1        ,"REDUCTION SLEEVE CEV155-1 10MM DIA 5MM"
CEV155A         ,"REDUCTION SLEEVE CEV155A 10MM DIA 5MM"
CEV155P         ,"REDUCTION SLEEVE CEV155P INTERN TUBE 5MM"
CEV156          ,"REDUCTION SLEEVE CEV156 12MM DIA 5MM"
CEV156A         ,"REDUCTION SLEEVE CEV156A 12MM DIA 5MM"
CEV165          ,"NEEDLE HOLDER CEV165 DIA 5MM 350MM STR"
CEV172-1        ,"TROCAR SLEEVE CEV172-1 DIA 12MM 80MM"
CEV172-3        ,"TROCAR TIP CEV172-3 DIA 12MM"
CEV172A3        ,"TROCAR TIP CEV172A3 DIA12/13MM 136MM"
CEV172A4        ,"TROCAR TIP CEV172A4 DIA12/13MM 136MM"
CEV172A6        ,"TROCAR SLEEVE CEV172A6 DIA12/13MM 90MM"
CEV172A7        ,"TROCAR SLEEVE CEV172A7 DIA12/13MM 90MM"
CEV172B6        ,"TROCAR SLEEVE CEV172B6 DIA12/13MM 90MM"
CEV172B7        ,"TROCAR SLEEVE CEV172B7 DIA12/13MM 90MM"
CEV175-1-5      ,"TROCAR SLEEVE CEV175-1-5 DIA 5MM 120MM"
CEV177-12       ,"TROCAR BODY CEV177-12 DIA 12MM"
CEV177-5        ,"TROCAR BODY CEV177-5 DIA 5MM"
CEV177A10       ,"CORPS CEV177A10 DIA 10MM AIMANTE"
CEV177A12       ,"TROCAR BODY CEV177A12 D12/13MM MAGNETIC"
CEV177A3        ,"TROCAR BODY CEV177A3 DIA 3MM MAGNETIC"
CEV177A5        ,"TROCAR BODY CEV177A5 5MM DIAM MAGNETIC"
CEV178-5        ,"TROCAR BODY CEV178-5 DIA 5MM STOP CORK"
